2.83058 3.12182 0 0.00511256 -0.00285008 0 1.66667
8.89211 0.949375 0 0.00219389 0.000828709 0 1.66667
9.77175 2.33829 0 0.000801799 -0.00505029 0 0.833333
7.68398 5.70832 0 0.0011811 -0.00139293 0 1.66667
0.392542 5.57948 0 0.00288395 -0.00148923 0 0.833333
5.17026 5.36856 0 0.000330381 0.00010672 0 1.66667
9.64371 5.62416 0 0 0 0 0.833333
9.78561 4.81136 0 0.00411286 0.00430901 0 0.833333
6.48256 7.26478 0 0.0004939 -0.000421325 0 1.66667
6.73317 3.23506 0 -0.00265681 0.00253511 0 1.66667
7.59383 8.4504 0 0.000819129 -0.00166285 0 0.833333
6.79397 9.92477 0 0.00185604 0.000452629 0 1.66667
4.5321 4.59582 0 0.000367833 0.00174409 0 0.833333
4.16858 2.99739 0 0.00220056 -0.00110702 0 1.66667
9.18239 3.15922 0 0.000915041 -0.00489153 0 1.66667
9.30033 4.15723 0 -0.00309172 -8.74629e-05 0 0.833333
8.13246 9.84519 0 -0.00150096 0.000367937 0 1.66667
1.365 5.30623 0 0.00354765 0.00048243 0 1.66667
2.56667 5.90013 0 0.000478646 0.00273462 0 1.66667
8.13773 8.83891 0 0.00391367 -0.0034432 0 0.833333
3.43321 6.91468 0 -0.00090613 -0.000599394 0 1.66667
1.23168 4.29719 0 0.000541073 -0.00297385 0 0.833333
7.45775 9.10703 0 -0.00146898 3.18739e-05 0 0.833333
5.26908 8.63054 0 -0.00256352 0.00186908 0 1.66667
6.1348 4.44178 0 0.000695404 -0.000853828 0 1.66667
5.13977 4.28699 0 0.00211929 0.00504185 0 0.833333
4.90071 7.64382 0 3.34535e-05 -0.00236871 0 0.833333
8.30206 2.15699 0 -0.00112038 0.00208081 0 1.66667
7.28229 7.86037 0 -0.00114594 0.0018861 0 0.833333
2.20355 0.29152 0 -0.000660386 0.00049827 0 0.833333
7.48162 4.72406 0 -0.00307658 -0.00405604 0 0.833333
9.27555 1.88375 0 0.00101411 -0.00292651 0 0.833333
7.49168 7.22338 0 -0.00226227 2.44373e-05 0 0.833333
0.44843 4.9147 0 0.00306999 -0.000100342 0 0.833333
0.702932 7.72928 0 5.70137e-05 -0.00251045 0 1.66667
3.60675 4.21074 0 0.000444522 -0.000233385 0 1.66667
4.3143 6.44013 0 0.0033198 -0.000159815 0 0.833333
0.134232 6.54105 0 0.000517494 -0.00588504 0 1.66667
7.23208 6.60048 0 -0.000771527 -0.00303285 0 0.833333
9.13257 8.95764 0 6.70631e-05 -0.00180536 0 1.66667
3.05165 7.84303 0 -0.00407414 -2.07521e-05 0 0.833333
2.04435 7.81847 0 -0.00599756 0.00186145 0 1.66667
2.48949 1.25537 0 0.00306642 -0.00164117 0 1.66667
3.85634 5.55065 0 0.000451537 0.000316539 0 1.66667
2.42673 6.89255 0 0.000293345 0.000159176 0 0.833333
5.76363 3.51284 0 -0.00199881 -0.00122475 0 0.833333
1.45458 6.62984 0 -0.000984898 -0.00198273 0 1.66667
3.81881 0.905969 0 0.00211254 0.00136723 0 0.833333
7.949 7.77334 0 0.00174484 0.000387343 0 0.833333
3.68228 2.11661 0 0.000150401 -0.000195966 0 0.833333
8.80891 5.02639 0 0.00513623 -0.00258775 0 1.66667
0.133667 9.03875 0 0.00493937 -0.00143611 0 0.833333
6.51717 1.83348 0 3.01965e-05 0.0026671 0 1.66667
2.34285 2.24708 0 0.000723331 -0.00224021 0 0.833333
4.56842 3.92732 0 0.000646767 0.00225602 0 0.833333
5.42911 2.56713 0 -0.00256988 -0.000460322 0 1.66667
