6.491075 3.783370 9.080031 0.748108
8.143911 6.841325 8.670705 1.614734
9.410793 8.462837 6.541767 0.864352
4.885954 2.609170 6.402690 0.762793
2.179405 3.561057 6.473914 0.781998
1.105247 7.297846 4.962872 1.119834
7.733330 3.780617 8.798061 0.787075
9.139979 0.332187 2.433508 0.902297
0.044473 6.908953 5.631215 0.818011
3.906016 5.157174 6.079888 1.263897
8.535103 3.650408 7.631690 1.288778
5.928743 6.920604 4.166090 0.809630
0.230349 8.611293 8.406419 1.273218
4.547627 1.332485 6.100106 0.904525
2.169009 9.302971 8.989676 1.118538
3.837156 3.789699 2.724293 0.834528
7.480880 8.107972 4.123730 1.264966
8.185183 3.460986 3.195410 0.765184
0.455127 0.101876 0.842193 0.806498
3.786180 8.101982 3.329915 0.750692
4.371927 9.614178 5.353073 1.377894
4.128486 8.219883 9.198094 0.948243
0.196025 4.239726 1.375927 1.602069
3.914608 1.802693 7.264762 1.094769
7.474495 9.065409 8.556727 0.747861
8.606805 1.597584 1.679334 0.999171
6.397057 2.680267 8.564115 0.853168
5.380617 9.203757 1.302933 0.919094
3.648104 3.114767 5.633010 1.323567
2.102123 0.176640 7.910080 0.931237
1.643028 7.808042 3.231721 0.767552
5.692301 0.213523 8.549928 1.330521
7.510572 9.167552 0.196546 0.808558
5.401614 2.198935 9.607174 1.114387
1.087559 4.654012 8.495412 0.989388
1.224258 8.815161 1.418984 0.793669
8.041301 6.186890 0.636668 0.843958
7.718474 6.252728 4.765597 0.852877
0.888055 0.444367 6.516456 1.372271
2.378855 8.422765 7.856078 0.936206
5.727832 0.314773 1.687833 0.844131
9.381879 6.290563 1.504580 0.794064
5.082543 7.580901 0.450078 1.037265
4.845858 1.311841 4.236094 0.753926
9.681678 4.716647 5.942106 0.773774
2.856625 2.610057 3.686114 1.014083
0.971008 8.138636 6.563299 1.475740
7.178093 2.784616 3.380909 0.958970
0.136105 4.231258 7.829870 0.781423
9.825288 9.163238 5.004262 0.789301
7.335138 1.237690 6.243583 1.132748
4.823944 8.921314 7.841123 0.807581
2.249426 7.680389 9.691075 0.931232
4.370970 4.577654 7.595817 0.821391
4.483388 9.293813 0.288883 1.090673
0.521860 3.194509 9.274996 1.003804
7.049428 4.104943 3.290931 0.939860
4.816066 6.659175 8.619584 1.391578
9.218952 6.490683 3.291175 1.291329
3.593942 5.497891 7.945364 1.003226
2.716620 1.741472 0.128978 1.307307
3.998195 7.190387 6.258647 0.950975
3.739755 3.198553 9.231792 1.566963
2.835082 7.941064 5.676696 0.783666
6.556426 2.996503 6.082031 1.353942
1.461027 1.148160 9.947513 0.771913
1.888321 3.361257 1.813461 1.232673
7.933771 1.977848 0.406384 1.073456
3.018144 8.292345 4.374733 0.828443
9.981045 7.363870 2.459770 0.760522
5.836887 3.680153 2.331599 1.149772
4.596875 6.104128 7.015464 0.765813
4.417546 1.135424 0.948946 0.850675
1.237206 7.279097 8.124420 0.808226
6.784360 0.876798 0.099518 0.933744
5.084753 3.317787 0.938788 0.871304
0.902992 0.152055 8.001671 0.803102
1.078578 1.619289 4.379665 0.804675
0.518564 1.002380 5.133488 0.838342
0.372168 7.430738 9.474117 1.011679
2.117113 4.545442 5.529104 0.805681
6.954348 8.687272 2.743080 0.770483
5.679336 5.158111 8.399668 0.785055
7.224294 8.305395 7.263028 0.797468
1.820580 2.920799 8.672719 0.842868
3.830119 3.474076 1.156101 0.769583
7.016271 6.982063 1.728523 0.940030
8.616837 0.556102 0.996219 0.792487
4.350866 7.740808 7.506271 0.847904
0.373140 6.067576 7.379075 1.426572
1.930370 0.271789 1.861787 0.886068
3.085592 3.899169 7.627513 0.985986
0.228987 2.924803 7.681096 0.996114
0.389888 8.527815 3.500880 1.370750
4.485628 5.176176 0.031281 1.619777
0.349017 5.630459 9.378590 1.122933
8.597269 7.427916 5.052117 1.034702
9.039077 1.736047 5.741165 1.427550
3.364303 4.999267 1.768997 1.445204
5.266075 8.856659 9.020819 0.747808
2.403805 9.070194 3.090126 1.102935
